family,universe,normalization,normalization_label,min_adv20_usd,leadership_filter,sector_whitelist,symbol_whitelist,score_template,holdings_count,single_name_cap,sector_cap,hold_bonus,regime_name,benchmark_symbol,breadth_mode,breadth_symbols,soft_defense_exposure,hard_defense_exposure,notes,strategy,full_cagr,full_information_ratio_vs_qqq,full_alpha_ann_vs_qqq,oos_cagr,oos_cagr_minus_qqq,oos_alpha_ann_vs_qqq,oos_max_drawdown,oos_rolling_alpha_positive_ratio,return_2022,cagr_2023_plus,annual_turnover,average_names_held,score_oos_cagr_minus_qqq,score_oos_alpha_ratio,score_oos_maxdd,score_2022,score_2023_plus,score_full_ir,score_turnover,score_names_held,complexity_adjustment,robustness_score,full_cagr_rank,robustness_rank,core_viable
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],balanced_pullback,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_balanced_pullback_diversified_spy_breadth,0.1822549273714935,0.0026289940562752682,0.07340634485896366,0.19086078796669503,0.08891246955170118,0.1193903821469742,-0.27730553868096053,1.0,-0.15592415970332452,0.3240937735345264,3.9067521580345277,20.644165863066537,0.3958333333333333,0.625,0.6041666666666666,0.4583333333333333,0.4583333333333333,0.625,0.5416666666666666,0.9479166666666666,0.03,0.5732291666666667,15.0,25.0,True
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],pullback_tilt,12,0.1,0.4,0.05,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_pullback_tilt_focused_spy_breadth,0.1746023997261159,0.01671271214052404,0.068600772185522,0.22109886911363152,0.11915055069863767,0.14956461050427922,-0.33514144477529517,1.0,-0.16718861849510447,0.3739194859783588,5.0749377490039835,10.322082931533268,0.6875,0.625,0.2916666666666667,0.2916666666666667,0.7083333333333334,0.6875,0.14583333333333334,0.4479166666666667,0.03,0.5690625,20.0,26.0,True
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],pullback_tilt,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_pullback_tilt_diversified_spy_breadth,0.1573616924340555,-0.11292024186048467,0.05442699852898064,0.19138637570976802,0.08943805729477416,0.12063172375819857,-0.27319407761705583,1.0,-0.17540263382785093,0.3344265935369515,4.4251597775564395,20.644165863066537,0.4166666666666667,0.625,0.6875,0.2708333333333333,0.5416666666666666,0.4166666666666667,0.25,0.9479166666666666,0.03,0.5451041666666667,28.0,27.0,True
broad_growth_leadership_pullback,large_cap_eligible,sector,sector,20000000.0,False,[],[],pullback_tilt,16,0.08,0.3,0.1,spy_breadth,SPY,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,broad_large_cap_eligible_pullback_tilt_balanced_spy_breadth,0.14549256842937375,-0.13281769451750033,0.06574370178134117,0.21084003884978997,0.10889172043479611,0.1450467574636063,-0.30722102735415957,1.0,-0.1863392968908839,0.36861960847554753,4.564109188247012,12.15043394406943,0.6041666666666666,0.625,0.4375,0.1875,0.6458333333333334,0.375,0.22916666666666666,0.5416666666666666,0.03,0.5310416666666666,32.0,28.0,True
trend_only_control,leadership_growth,sector,sector,50000000.0,True,[],[],trend_only,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,trend_only_control_diversified_spy_breadth,0.16862954192393143,-0.0582281968400641,0.06106161706593446,0.17687012296333915,0.0749218045483453,0.1078409833010683,-0.2659779014678537,1.0,-0.16374287421299238,0.3075284508620568,3.8885624169986714,20.644165863066537,0.2916666666666667,0.625,0.7291666666666666,0.375,0.3541666666666667,0.5416666666666666,0.5625,0.9479166666666666,0.01,0.5198958333333334,24.0,29.0,True
broad_growth_leadership_pullback,large_cap_eligible,sector,sector,20000000.0,False,[],[],pullback_tilt,12,0.1,0.4,0.05,spy_breadth,SPY,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,broad_large_cap_eligible_pullback_tilt_focused_spy_breadth,0.15570998431291416,-0.06929291447000234,0.07520243365435483,0.21448597962529536,0.11253766121030151,0.1507815163318152,-0.3517107980709674,1.0,-0.20336870976688148,0.38299959468260947,4.808154880478088,9.112825458052074,0.6458333333333334,0.625,0.14583333333333334,0.14583333333333334,0.8541666666666666,0.4791666666666667,0.16666666666666666,0.2916666666666667,0.03,0.5091666666666667,29.0,30.0,True
tech_heavy_pullback,tech_heavy,universe,universe_cross_sectional,50000000.0,False,"[""Information Technology"", ""Communication""]",[],balanced_pullback,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Sector proxy only: Information Technology + Communication; no sub-industry data available,tech_heavy_pullback_balanced_diversified_spy_breadth,0.11973097022879475,-0.36375355070853954,0.047352628207669,0.1806832594463379,0.07873494103134404,0.13166093335832693,-0.18245666831749585,1.0,-0.16569064420315194,0.31401670480258703,2.3864940239043824,7.62198649951784,0.3333333333333333,0.625,0.9166666666666666,0.3125,0.3958333333333333,0.2708333333333333,0.8333333333333334,0.23958333333333334,0.0,0.4973958333333333,36.0,31.0,True
crypto_equity_theme_pullback,crypto_linked_equity_theme,universe,universe_cross_sectional,20000000.0,False,[],"[""COIN"", ""MSTR"", ""HOOD"", ""SQ"", ""XYZ"", ""PYPL"", ""IBKR"", ""CME"", ""CBOE""]",balanced_pullback,24,0.06,0.2,0.15,qqq_breadth,QQQ,broad,[],0.6,0.0,Explicit curated US-equity crypto-linked theme bucket inside the large-cap proxy universe,crypto_theme_pullback_balanced_diversified_qqq_breadth,0.06751713925821123,-0.6132129910278407,0.02822745713058826,0.09278391737027425,-0.009164401044719606,0.06508761144201264,-0.15760188507988648,1.0,-0.052430679831973914,0.14185945385941467,0.6038994023904383,3.7941176470588234,0.20833333333333334,0.625,0.9791666666666666,1.0,0.16666666666666666,0.1875,1.0,0.041666666666666664,-0.02,0.49145833333333333,39.0,32.0,False
crypto_equity_theme_pullback,crypto_linked_equity_theme,universe,universe_cross_sectional,20000000.0,False,[],"[""COIN"", ""MSTR"", ""HOOD"", ""SQ"", ""XYZ"", ""PYPL"", ""IBKR"", ""CME"", ""CBOE""]",balanced_pullback,16,0.08,0.3,0.1,qqq_breadth,QQQ,broad,[],0.6,0.0,Explicit curated US-equity crypto-linked theme bucket inside the large-cap proxy universe,crypto_theme_pullback_balanced_balanced_qqq_breadth,0.08247135038095199,-0.5412825353549554,0.03193563963825941,0.10966351558430709,0.007715197169313237,0.07534471372124316,-0.2079146111157204,1.0,-0.0703810294044026,0.1718722790614946,0.7954980079681275,3.7941176470588234,0.22916666666666666,0.625,0.875,0.9791666666666666,0.20833333333333334,0.22916666666666666,0.9791666666666666,0.041666666666666664,-0.02,0.48624999999999996,38.0,33.0,False
crypto_equity_theme_pullback,crypto_linked_equity_theme,universe,universe_cross_sectional,20000000.0,False,[],"[""COIN"", ""MSTR"", ""HOOD"", ""SQ"", ""XYZ"", ""PYPL"", ""IBKR"", ""CME"", ""CBOE""]",balanced_pullback,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Explicit curated US-equity crypto-linked theme bucket inside the large-cap proxy universe,crypto_theme_pullback_balanced_focused_qqq_breadth,0.09662042583988528,-0.4647390093886291,0.037508142142139204,0.12537128303442735,0.023422964619433495,0.08728466890354347,-0.22586829928002383,1.0,-0.08342133251847061,0.19882598468732504,0.9337400398406374,3.7941176470588234,0.25,0.625,0.7916666666666666,0.9166666666666666,0.25,0.25,0.9375,0.041666666666666664,-0.02,0.47687500000000005,37.0,34.0,False
trend_only_control,leadership_growth,sector,sector,50000000.0,True,[],[],trend_only,16,0.08,0.3,0.1,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,trend_only_control_balanced_spy_breadth,0.1783654859924486,0.01605151561001935,0.0678331329636196,0.19493870704147676,0.0929903886264829,0.12444839215812446,-0.2973954889316184,0.9967845659163987,-0.15479326771620394,0.3294788780864242,4.126039591633465,13.76277724204436,0.4583333333333333,0.21875,0.53125,0.4791666666666667,0.5208333333333334,0.6666666666666666,0.4583333333333333,0.6979166666666666,0.01,0.47250000000000003,18.0,35.0,True
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],balanced_pullback,16,0.08,0.3,0.1,qqq_breadth,QQQ,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_balanced_pullback_balanced_qqq_breadth,0.19978978235526657,0.1142882433911928,0.07894903158296357,0.18735387640682544,0.08540555799183158,0.11751789119682884,-0.31185909686866564,0.9646302250803859,-0.12738046552762528,0.3055440539377958,3.721317853585657,13.76277724204436,0.3541666666666667,0.16666666666666666,0.3958333333333333,0.6458333333333334,0.3125,0.875,0.6666666666666666,0.6979166666666666,0.03,0.46281250000000007,8.0,36.0,True
crypto_equity_theme_pullback,crypto_linked_equity_theme,universe,universe_cross_sectional,20000000.0,False,[],"[""COIN"", ""MSTR"", ""HOOD"", ""SQ"", ""XYZ"", ""PYPL"", ""IBKR"", ""CME"", ""CBOE""]",balanced_pullback,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Explicit curated US-equity crypto-linked theme bucket inside the large-cap proxy universe,crypto_theme_pullback_balanced_diversified_spy_breadth,0.05027268622155767,-0.7020190013093827,0.009626784682110253,0.0718705915882849,-0.03007772682670895,0.04212073649503933,-0.1576018850798867,1.0,-0.115606942362666,0.13729232028383187,0.8367280876494024,3.901639344262295,0.14583333333333334,0.625,0.9583333333333334,0.8333333333333334,0.14583333333333334,0.10416666666666667,0.9583333333333334,0.10416666666666667,-0.02,0.44666666666666666,42.0,37.0,False
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],pullback_tilt,16,0.08,0.3,0.1,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_pullback_tilt_balanced_spy_breadth,0.16122406584691995,-0.05972820377118231,0.0578421951262195,0.19144929612620465,0.0895009777112108,0.12256313290507284,-0.3243983575127518,0.9967845659163987,-0.15598568237690147,0.32497950749859106,4.800575821713148,13.76277724204436,0.4375,0.21875,0.375,0.4375,0.4791666666666667,0.5208333333333334,0.1875,0.6979166666666666,0.03,0.4273958333333334,26.0,38.0,True
broad_growth_leadership_pullback,large_cap_eligible,sector,sector,20000000.0,False,[],[],balanced_pullback,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,broad_large_cap_eligible_balanced_pullback_diversified_spy_breadth,0.14592611972164193,-0.16231042033158996,0.06727902775050089,0.1799757465398828,0.07802742812488894,0.11743747571891415,-0.28365595937584853,0.9710610932475884,-0.13985934427413615,0.3007047087954413,4.041154133466135,18.225650916104147,0.3125,0.1875,0.5729166666666666,0.6041666666666666,0.2916666666666667,0.3541666666666667,0.4791666666666667,0.7916666666666666,0.03,0.4201041666666667,31.0,39.0,True
crypto_equity_theme_pullback,crypto_linked_equity_theme,universe,universe_cross_sectional,20000000.0,False,[],"[""COIN"", ""MSTR"", ""HOOD"", ""SQ"", ""XYZ"", ""PYPL"", ""IBKR"", ""CME"", ""CBOE""]",balanced_pullback,16,0.08,0.3,0.1,spy_breadth,SPY,broad,[],0.6,0.0,Explicit curated US-equity crypto-linked theme bucket inside the large-cap proxy universe,crypto_theme_pullback_balanced_balanced_spy_breadth,0.05912934019371208,-0.660399837423417,0.007134743040288733,0.08121019752994907,-0.020738120885044786,0.04472221379194538,-0.20791461111572052,1.0,-0.1527649717875219,0.16559111566768459,1.1059362549800795,3.901639344262295,0.16666666666666666,0.625,0.8541666666666666,0.5208333333333334,0.1875,0.16666666666666666,0.9166666666666666,0.10416666666666667,-0.02,0.41333333333333333,41.0,40.0,False
crypto_equity_theme_pullback,crypto_linked_equity_theme,universe,universe_cross_sectional,20000000.0,False,[],"[""COIN"", ""MSTR"", ""HOOD"", ""SQ"", ""XYZ"", ""PYPL"", ""IBKR"", ""CME"", ""CBOE""]",balanced_pullback,12,0.1,0.4,0.05,spy_breadth,SPY,broad,[],0.6,0.0,Explicit curated US-equity crypto-linked theme bucket inside the large-cap proxy universe,crypto_theme_pullback_balanced_focused_spy_breadth,0.0670222854537097,-0.6120514094780195,0.006501822174556112,0.08911837571066594,-0.012829942704327912,0.04899642960074828,-0.2258682992800234,1.0,-0.184655015700408,0.19075355271338257,1.3321819863403528,3.901639344262295,0.1875,0.625,0.8125,0.20833333333333334,0.22916666666666666,0.20833333333333334,0.8958333333333334,0.10416666666666667,-0.02,0.3883333333333333,40.0,41.0,False
broad_growth_leadership_pullback,leadership_growth,sector,sector,50000000.0,True,[],[],balanced_pullback,16,0.08,0.3,0.1,spy_breadth,SPY,broad,[],0.6,0.0,Broad universe but leadership/growth prefilter; not tech-only,broad_leadership_growth_balanced_pullback_balanced_spy_breadth,0.17035252758423436,-0.019456541645069506,0.061941926621942076,0.171133791265504,0.06918547285051013,0.10322543540437468,-0.3118590968686653,0.9131832797427653,-0.1650727994630563,0.29983598542191303,4.221535732071713,13.76277724204436,0.2708333333333333,0.14583333333333334,0.4166666666666667,0.3541666666666667,0.2708333333333333,0.5833333333333334,0.4166666666666667,0.6979166666666666,0.03,0.3659375,22.0,42.0,True
naive_dip_buy_control,large_cap_eligible,sector,sector,20000000.0,False,[],[],naive_dip_buy,24,0.06,0.2,0.15,qqq_breadth,QQQ,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,naive_dip_buy_control_diversified_qqq_breadth,0.005111293595856603,-0.6765478638043315,-0.07628717064764963,-0.09026329440189429,-0.19221161281688814,-0.14344825232822586,-0.3585604051585969,0.0,-0.25250537759969427,-0.0334627923397528,6.493737549800798,18.688524590163933,0.125,0.07291666666666667,0.125,0.10416666666666667,0.125,0.14583333333333334,0.125,0.8541666666666666,-0.05,0.10104166666666668,43.0,43.0,False
naive_dip_buy_control,large_cap_eligible,sector,sector,20000000.0,False,[],[],naive_dip_buy,24,0.06,0.2,0.15,spy_breadth,SPY,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,naive_dip_buy_control_diversified_spy_breadth,0.0021928230920094105,-0.6875045700254326,-0.06318515669953913,-0.11267809159603936,-0.21462641001103322,-0.17008197235355382,-0.42299751977612376,0.0,-0.3014876220334316,-0.04474522074300302,6.776689077025233,18.225650916104147,0.10416666666666667,0.07291666666666667,0.10416666666666667,0.0625,0.10416666666666667,0.125,0.08333333333333333,0.7916666666666666,-0.05,0.07916666666666665,44.0,44.0,False
naive_dip_buy_control,large_cap_eligible,sector,sector,20000000.0,False,[],[],naive_dip_buy,16,0.08,0.3,0.1,qqq_breadth,QQQ,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,naive_dip_buy_control_balanced_qqq_breadth,-0.0189538464152309,-0.7153302002070516,-0.09938063395547228,-0.1465618014777943,-0.24851011989278815,-0.20507919071486597,-0.5156428574334002,0.0,-0.25380634457188433,-0.11046588639678745,6.730204183266932,12.459016393442623,0.08333333333333333,0.07291666666666667,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.10416666666666667,0.6041666666666666,-0.05,0.05833333333333332,45.0,45.0,False
naive_dip_buy_control,large_cap_eligible,sector,sector,20000000.0,False,[],[],naive_dip_buy,12,0.1,0.4,0.05,qqq_breadth,QQQ,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,naive_dip_buy_control_focused_qqq_breadth,-0.04115875532372293,-0.736647624079405,-0.12027335173949294,-0.15920949320171818,-0.26115781161671203,-0.2164265017519304,-0.5451515004276551,0.0,-0.24622397245999572,-0.1303836314003446,7.045493027888444,9.344262295081966,0.0625,0.07291666666666667,0.0625,0.125,0.0625,0.0625,0.041666666666666664,0.3541666666666667,-0.05,0.03437500000000002,47.0,46.0,False
naive_dip_buy_control,large_cap_eligible,sector,sector,20000000.0,False,[],[],naive_dip_buy,16,0.08,0.3,0.1,spy_breadth,SPY,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,naive_dip_buy_control_balanced_spy_breadth,-0.03090377658895016,-0.7606531576291068,-0.09631925897508543,-0.18306922475436838,-0.28501754316936223,-0.2506954489106997,-0.5976611843216937,0.0,-0.31448226940561197,-0.13765621096528435,6.984860557768924,12.15043394406943,0.041666666666666664,0.07291666666666667,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0625,0.5416666666666666,-0.05,0.02395833333333333,46.0,47.0,False
naive_dip_buy_control,large_cap_eligible,sector,sector,20000000.0,False,[],[],naive_dip_buy,12,0.1,0.4,0.05,spy_breadth,SPY,broad,[],0.6,0.0,Broad large-cap / eligible baseline from IWB proxy universe,naive_dip_buy_control_focused_spy_breadth,-0.046393279279077104,-0.7643624418938219,-0.11046293750937296,-0.19590683356032856,-0.2978551519753224,-0.26278137917905886,-0.6236270476657386,0.0,-0.3189846405661947,-0.15362110974706078,7.27387533200531,9.112825458052074,0.020833333333333332,0.07291666666666667,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.2916666666666667,-0.05,-0.005208333333333336,48.0,48.0,False
